,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
66,67,67,Cyborg (feat. Geolier),Guè Pequeno,603285,54wRUYPMEHLttFdLImOlAt,0.83,0.606,7,-5.917,1,0.283,0.132,0,0.0877,0.74,139.972,4,205929
67,68,68,Baila Conmigo (feat. Kelly Ruiz),Dayvi,598985,4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,4,189818
68,69,69,Ti Levo Le Collane (feat. Paky),Guè Pequeno,588565,48NEryJWd2W3T6V6yKHzz6,0.635,0.725,1,-5.059,1,0.307,0.06,6.32e-06,0.237,0.353,90.414,4,176000
69,70,70,ily (i love you baby) (feat. Emilee),Surf Mesa,580894,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4,176547
70,71,71,VIENIMI (a ballare),AIELLO,580864,3VZfK5GR6tN3WH3WsBNMYq,0.701,0.885,8,-5.019,1,0.388,0.256,0,0.294,0.586,103.955,4,172569
71,72,72,9.3,Mr.Rain,571924,1prey7RGLzP9zS4dk2Y6a8,0.582,0.628,0,-6.581,0,0.0428,0.321,0,0.0809,0.201,127.778,4,225937
72,73,73,Control,Zoe Wees,554329,50Td3qilgs8BLtv8mHyT1t,0.599,0.465,4,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,4,230880
73,74,74,El Efecto,Rauw Alejandro,552447,4SJHHpKhcuXwDsCsPqshXj,0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,4,217143
74,75,75,Cin Cin,Alfa,550755,1jJMhPp0Rm6lAi077PXeEQ,0.701,0.634,1,-4.16,1,0.0344,0.261,0,0.131,0.371,121.047,4,180094
75,76,76,Better Days - Giorni Migliori (with Negramaro),OneRepublic,550654,6kfUXAS4K8zpNCADiFqMCt,0.617,0.724,5,-5.02,1,0.0439,0.221,0,0.236,0.247,88.984,4,144530
76,77,77,SuL Più BeLLo,Alfa,546535,5h2DMykCg3GeZu3HpjwuTU,0.529,0.726,4,-5.976,1,0.167,0.0188,0,0.392,0.737,180.217,4,165000
77,78,78,J,Lazza,543799,2acyQgyDZpIdtL6qAUFOSX,0.651,0.812,4,-4.587,0,0.102,0.265,0,0.0672,0.255,141.937,4,145122
78,79,79,Immortale (feat. Sfera Ebbasta),Guè Pequeno,538585,2bF1qPRPlrODKWFMGtQXq1,0.73,0.692,9,-5.989,0,0.06,0.000592,0,0.0539,0.238,136.048,4,200515
79,80,80,CLEAN (feat. Tony Effe),Lazza,516625,2uOA8V9BGVvbBjVi1vAN9S,0.855,0.524,1,-7.369,1,0.177,0.583,1.82e-06,0.0783,0.553,95.02,4,143533
80,81,81,fuck 3x,tha Supreme,516370,5YxP1CkunbhUQVvctFOHa7,0.655,0.814,5,-5.472,0,0.0823,0.0698,0,0.107,0.69,180.082,4,161266
81,82,82,Be Kind (with Halsey),Marshmello,514624,3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,4,172762
82,83,83,Chiasso,Random,513770,76B3Xb8EqIY4NJF5xoNrCH,0.72,0.45,6,-13.285,0,0.196,0.246,0,0.101,0.454,91.984,4,182229
83,84,84,"FRIEND (feat. Shiva, Geolier)",Lazza,501636,7x5LIfBrVvnc4ktIIKq8la,0.77,0.799,0,-5.332,0,0.103,0.0414,0,0.292,0.383,101.516,4,148403
84,85,85,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,496336,0EhpEsp4L0oRGM0vmeaN5e,0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,4,232253
85,86,86,Domani ci passa,Ludwig,485130,3elLXGwE5zaREuOzWdlRJ2,0.708,0.736,11,-4.391,1,0.0398,0.0399,0,0.448,0.749,129.959,4,145463
86,87,87,Tardissimo (feat. Mahmood & Marracash),Guè Pequeno,481644,4P3ZKz4tnPiaGIflQElKgJ,0.787,0.666,6,-5.039,1,0.0521,0.613,0,0.0629,0.607,104.089,4,197677
87,88,88,Dove e quando,Benji & Fede,465616,5XM7tx8ovQ9UrYqUowW1AK,0.763,0.692,1,-6.158,1,0.0381,0.0931,0,0.0644,0.691,124.998,4,190409
88,89,89,my future,Billie Eilish,464217,2ygvZOXrIeVL4xZmAWJT2C,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,4,208155
89,90,90,Per sentirmi vivo,Fasma,461864,20v9X8TV0AgwNGFT71OX3w,0.579,0.718,2,-5.05,1,0.293,0.167,0,0.114,0.211,168.279,4,177880
90,91,91,SETTIMANA AL CALDO,FSK SATELLITE,459633,5JKNv0rgLSSYVBBSNw5740,0.631,0.695,9,-9.235,0,0.273,0.0513,2.02e-06,0.163,0.376,102.168,4,166724
91,92,92,Mambo Salentino,Boomdabash,454909,7piIo15vVy3ULGXSpFs5xc,0.906,0.662,3,-6.707,0,0.319,0.248,0,0.067,0.863,100.035,4,155414
92,93,93,Medellin (feat. Lazza),Guè Pequeno,454806,1hqV0kb6c8Rp9jvJRPcDy7,0.709,0.744,7,-6.008,0,0.151,0.0212,0,0.122,0.364,100.49,4,195821
93,94,94,Cacao (feat. Pyrex),Ghali,454650,0lAzr7LGHV1sdcYJfEKNmu,0.915,0.51,1,-5.33,1,0.096,0.0226,0,0.304,0.327,124.028,3,113831
94,95,95,Dance Monkey,Tones And I,452275,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,4,209755
95,96,96,"Fuego Del Calor (feat. Ozuna, Tyga & Capo Plaza)",Scott Storch,451360,7FX4EvQht57zUc2P313cEZ,0.814,0.652,1,-8.665,1,0.107,0.071,1.33e-06,0.0604,0.541,99.977,4,196000
96,97,97,Lento,Boro Boro,447561,0iRKVjfQzpr41T3WsU7shl,0.651,0.864,8,-5.799,0,0.225,0.378,0,0.227,0.812,181.936,4,162363
97,98,98,Saigon,Guè Pequeno,446011,0nd1tWz1bmTQ2ObCnZCLV9,0.69,0.719,2,-5.755,0,0.0837,0.0715,0,0.107,0.315,89.994,4,218667
98,99,99,MON AMOUR (feat. Shiva),Lazza,443699,4IQpT8aOGChYX4ORMOW0YY,0.498,0.78,7,-6.107,0,0.309,0.141,0,0.393,0.368,134.387,5,153680
99,100,100,GOOBA,6ix9ine,439449,4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,4,132303
100,101,101,Me Gusta,Shakira,438139,5Xhqh4lwJPtMUTsdBztN1a,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,4,190570
101,102,102,LIMBO (feat. Gemitaiz),Lazza,437937,0xs15y7PkGlS49he9RbUZu,0.866,0.653,4,-5.389,0,0.163,0.186,1.62e-05,0.087,0.514,134.039,4,159155
102,103,103,Boogieman (feat. Salmo),Ghali,437786,58bRZqUPWnpop0WC9ob5wJ,0.8,0.724,1,-7.843,1,0.0704,0.0859,0.000254,0.0922,0.35,112.048,4,159911
103,104,104,Malandrino,Emis Killa,435908,0ZYNH3Mi0sq8lR3XDWJlYK,0.669,0.87,5,-3.295,0,0.149,0.349,0,0.193,0.549,140.177,4,181472
104,105,105,#THOTMILANODM,Radical,434758,4wz9be3iTHln8swogVIAwR,0.839,0.698,9,-5.591,1,0.325,0.189,0,0.15,0.662,119.984,4,186000
105,106,106,Ringo Starr,Pinguini Tattici Nucleari,433426,5yfE6GXTuJaAlepKoE0wJE,0.754,0.925,4,-2.912,0,0.0512,0.304,0,0.313,0.857,114.077,4,183333
106,107,107,Amarena,Frah Quintale,432867,0nqwOIZtuWl0xVbfYiL6UW,0.758,0.798,6,-4.071,1,0.0905,0.153,0,0.0413,0.934,106.99,4,214000
107,108,108,Roses - Imanbek Remix,SAINt JHN,430625,2oNxPr6vDSqBYWWvvqqgMU,0.858,0.777,0,-5.413,0,0.169,0.0377,3.15e-06,0.139,0.887,121.996,4,197102
108,109,109,Come & Go (with Marshmello),Juice WRLD,429690,7y7w4tl4MaRC2UMEj1mPtr,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,4,205485
109,110,110,16 Marzo (feat. Gow Tribe),Achille Lauro,427487,3nwH3HTFzpnRV5SqM9um3r,0.489,0.611,0,-4.981,1,0.0298,0.215,0,0.127,0.227,129.929,4,233493
110,111,111,"Puro Sinaloa (feat. Tedua, Rkomi & Lazza)",Ernia,425354,5E75l3Zb0vzdiDNJczr29z,0.454,0.75,11,-5.359,0,0.368,0.0113,0,0.0468,0.698,89.293,4,227093
111,112,112,Boss Bitch,Doja Cat,422098,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,4,134240
112,113,113,NEON - Le Ali (feat. Elisa),Marracash,417565,76cEI7LczlKZ1yLAHIoPBJ,0.703,0.476,1,-6.157,0,0.0387,0.256,0,0.0938,0.292,129.967,4,207084
113,114,114,Fallo,MamboLosco,414433,5toEzQqaae1tjFE3EHy1gM,0.824,0.561,9,-7.104,1,0.19,0.157,0,0.146,0.399,110.03,4,144136
114,115,115,Rapide,Mahmood,414119,2cf1g08CvDuhwXFqxjetQi,0.442,0.557,0,-7.77,1,0.0711,0.357,0,0.11,0.124,119.48,4,243625
115,116,116,JAMBO,Takagi & Ketra,413768,4H5arInh2BLVz94mIibTrv,0.74,0.777,7,-5.425,0,0.163,0.0399,0,0.0835,0.767,129.98,4,157024
116,117,117,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,411153,5EpBEqf5bnKeJ3p4zA1Sod,0.656,0.661,9,-5.888,1,0.0602,0.0686,0,0.125,0.509,140.956,4,223045
117,118,118,SNITCH E IMPICCI (feat. FSK SATELLITE),DrefGold,408976,5zgyx2vTkJ05b5Y37X95Wy,0.89,0.55,1,-5.631,1,0.16,0.0661,0,0.111,0.269,126.023,4,202381
118,119,119,CRUDELIA - I nervi,Marracash,407620,5dsz7MTrNdN9aMTrnp7sOG,0.547,0.554,7,-7.563,1,0.102,0.149,0,0.344,0.0702,82.178,3,230923
119,120,120,Le Feste Di Pablo (con Fedez),CARA,403507,73x0EIT2YyIxTs3Rpd3n5T,0.724,0.66,5,-6.835,1,0.157,0.0294,0,0.275,0.559,102.036,4,193041
120,121,121,"Cracovia, Pt. 3",Il Tre,400572,18dt6tNw8hpNUdthOJf0lI,0.657,0.816,4,-6.042,0,0.297,0.48,0,0.147,0.205,160.173,4,174750
121,122,122,In Piazza,Paky,398342,3N0cYpWubd9hAUApJDcLRw,0.822,0.63,7,-5.478,1,0.229,0.0202,1.17e-05,0.105,0.608,136.992,4,183802
122,123,123,Bella così - feat. Federica Carta,Chadia Rodriguez,395266,3XLyyybPY2d8kLiMb8HIyA,0.585,0.768,9,-6.56,0,0.0794,0.0105,0,0.123,0.142,96.927,4,228247
123,124,124,goosebumps,Travis Scott,395058,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4,243837
124,125,125,D'estate non vale (feat. Ana Mena),Fred De Palma,394239,5IbiQAbMBe5T2K67mCAIx3,0.661,0.765,2,-6.015,1,0.16,0.0867,0,0.0858,0.723,180.008,4,157933
125,126,126,Supalonely,BENEE,393936,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4,223480
126,127,127,Missili,Frah Quintale,392059,5dcyltc1ataieXIeTqhH3t,0.706,0.683,4,-5.402,0,0.105,0.443,0,0.313,0.676,90.039,4,195349
127,128,128,La hit dell'estate,Shade,391887,443cnFF139Ql85enXOTWEu,0.758,0.834,6,-4.86,0,0.0997,0.271,0,0.0942,0.638,119.963,4,188375
128,129,129,"MONCLER (feat. Pyrex, Guè Pequeno)",Lazza,386283,77z8i9iDoq6Bc6Gp9Xm0vD,0.629,0.646,8,-7.584,1,0.277,0.103,0,0.199,0.485,142.703,4,177747
129,130,130,Party HH - feat. Lazza,Tedua,384645,61koTDrwN9kZQmDhtH7NpM,0.695,0.807,7,-4.427,1,0.257,0.172,0,0.155,0.398,99.912,4,211500
130,131,131,Lo Sai,Tedua,380886,2fQtrzMUMmnnJ5YxSb55MR,0.83,0.586,9,-6.097,1,0.213,0.0617,0,0.106,0.587,133.957,4,201345
131,132,132,12 Luglio,Valerio Mazzei,380362,5zRni8DNAahcnubIDaTYC2,0.634,0.827,2,-5.646,1,0.0289,0.0621,0,0.18,0.45,108.004,4,217778
132,133,133,MALA SANTA,Becky G,379847,5e50NiIlOc2YJIftHzoehd,0.851,0.701,9,-3.649,1,0.0396,0.311,0.000211,0.163,0.527,98.039,4,173827
133,134,134,Sorry,Geolier,376129,2TQIdtoIVr021neSHJV4KE,0.381,0.593,1,-6.647,0,0.359,0.508,0,0.123,0.424,81.072,1,165843
134,135,135,Toosie Slide,Drake,376118,466cKvZn1j45IpxDdYZqdA,0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,4,247059
135,136,136,Margarita (con Marracash),Elodie,374001,6KfwIpX0Xo0lelmuUOnyZV,0.816,0.782,11,-5.283,0,0.0929,0.104,0,0.0526,0.798,95.981,4,177213
136,137,137,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,Master KG,371934,6Qa0wHpaiaIzXgMptP3rxV,0.837,0.449,1,-7.019,1,0.0554,0.0301,5.37e-05,0.0604,0.825,124.021,4,328000
137,138,138,Fuego Del Calor (feat. Ozuna & Tyga),Scott Storch,370394,2ZSHH750nQpUVHjoe3iu2U,0.789,0.832,1,-3.68,1,0.0615,0.0218,3.56e-06,0.0849,0.597,100.02,4,148260
138,139,139,Sweet Dreams (feat. Annalisa),Achille Lauro,368153,0sKkl1CjOs99DZCwwx0cFu,0.594,0.795,2,-5.041,0,0.0285,0.00562,0,0.441,0.246,122.008,4,179751
139,140,140,Relación,Sech,365984,3ZG8N7aWw2meb6UrI5ZmnZ,0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094,4,184255
140,141,141,Arrogante,Irama,362147,14lgKkkbNsJl9fItqnEfpV,0.722,0.772,11,-5.71,1,0.0458,0.154,0,0.337,0.687,102.009,4,196471
141,142,142,Non Me Ne Frega Un Cazzo (feat. Fabri Fibra),Ernia,359432,3QGKwtZ2jRvI9AXzIQ2AhP,0.733,0.831,10,-4.449,0,0.303,0.415,2.69e-06,0.16,0.79,93.953,4,209362
