,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Ransom,Lil Tecca,11038808,1kBbgxAUc4HQv7cgIayIDH,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,4,131280,Hip-Hop/Rap
1,2,2,Señorita,Shawn Mendes,9659451,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,4,190800,Pop
2,3,3,Truth Hurts,Lizzo,9122327,5qmq61DAAOUaW8AUo8xKhh,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4,173325,Dance
3,4,4,Goodbyes (Feat. Young Thug),Post Malone,8944694,6vBdBCoOhKHiYDDOcorfNo,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,4,174960,Hip-Hop/Rap
4,5,5,Money In The Grave (Drake ft. Rick Ross),Drake,8177467,5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,4,205427,Hip-Hop/Rap
5,6,6,Panini,Lil Nas X,7795403,6fTt0CH2t0mdeB2N9XFG5r,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4,114893,Hip-Hop/Rap
6,7,7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6414147,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,4,158040,Hip-Hop/Rap
7,8,8,Beautiful People (feat. Khalid),Ed Sheeran,6208974,70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5,-8.114,0,0.186,0.124,0,0.0801,0.546,92.979,4,197867,Pop
8,9,9,No Guidance (feat. Drake),Chris Brown,6055241,6XHVuErjQ4XNm6nDPVCxVX,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932,4,260640,R&B/Soul
9,10,10,Hot Shower,Chance the Rapper,6049253,00ko9WaS4jOX1kEk3gvHjf,0.899,0.509,9,-8.04,1,0.387,0.00157,0,0.0573,0.599,150.001,4,225924,Hip-Hop/Rap
10,11,11,Suge,DaBaby,5900442,2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,4,163320,Hip-Hop/Rap
11,12,12,Lalala,Y2K,5666864,51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4,160627,Hip-Hop/Rap
12,13,13,How Do You Sleep?,Sam Smith,5317605,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,5,202205,Pop
13,14,14,The London (feat. J. Cole & Travis Scott),Young Thug,5219135,7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,4,200107,Hip-Hop/Rap
14,15,15,bad guy,Billie Eilish,5208397,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,194088,Alternative
15,16,16,Pop Out (feat. Lil Tjay),Polo G,4631718,6uFn47ACjqYkc0jADwEdj1,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,4,166560,Hip-Hop/Rap
16,17,17,Old Town Road - Remix,Lil Nas X,4594119,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4,157067,Country
17,18,18,Takeaway (feat. Lennon Stella),The Chainsmokers,4582454,6wo37KVqFJhtuxPTpLCcfe,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,1,209893,Dance
18,19,19,Gold Roses (feat. Drake),Rick Ross,4483677,4aPB8rSxGFISs0o6V2LrTy,0.581,0.642,1,-5.318,1,0.407,0.0519,0,0.183,0.536,80.142,4,345160,Hip-Hop/Rap
19,20,20,Antisocial (with Travis Scott),Ed Sheeran,4427660,1DhRbox3xkceP64k3JeYfW,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,4,161747,Pop
20,21,21,One Thing Right,Marshmello,4418097,4hPpVbbakQNv8YTHYaOJP4,0.659,0.623,4,-2.253,1,0.0451,0.0667,0,0.582,0.439,88.042,4,181824,Pop
21,22,22,I Don't Care (with Justin Bieber),Ed Sheeran,4354274,0hVXuCcriWRGvwMV1r5Yn9,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4,219947,Pop
22,23,23,The Archer,Taylor Swift,4342435,3Y7MHz19qCg1Pkxridtu1k,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211280,Pop
23,24,24,Talk (feat. Disclosure),Khalid,4324687,6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,4,197573,R&B/Soul
24,25,25,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,4135497,67XyC1GdSkKb9sbRRkUDXS,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,176632,Hip-Hop/Rap
25,26,26,bad guy (with Justin Bieber),Billie Eilish,4074282,3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,4,194840,Alternative
26,27,27,Someone You Loved,Lewis Capaldi,4072381,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,182161,Alternative
27,28,28,Rodeo,Lil Nas X,3985077,4ak7xjvBeBOcJGWFDX9w5n,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4,158707,Alternative
28,29,29,Do You Remember,Chance the Rapper,3953158,67xBtV07CC73eFw7z5oCvU,0.606,0.655,6,-6.328,1,0.402,0.139,0,0.103,0.696,159.824,4,236686,Hip-Hop/Rap
29,30,30,Baby,Quality Control,3902309,2nKYHpmwjLaEOXS3o7QMiz,0.97,0.463,10,-7.259,1,0.366,0.0957,0,0.151,0.46,108.003,4,142417,Hip-Hop/Rap
30,31,31,Good As Hell,Lizzo,3877457,6uAm7pG66O1XesXS9bpHSF,0.684,0.905,0,-3.187,0,0.0765,0.285,0,0.525,0.492,95.985,4,159011,Pop
31,32,32,It's You,Ali Gatie,3843307,6moU77g9RQyMzHNuKEaQKq,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,4,212607,R&B/Soul
32,33,33,EARFQUAKE,"Tyler, The Creator",3644318,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,4,190067,Hip-Hop/Rap
33,34,34,Wow.,Post Malone,3630033,6MWtB6iiXyIwun0YzU6DFP,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,4,149520,Hip-Hop/Rap
34,35,35,MIDDLE CHILD,J. Cole,3607484,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4,213594,Hip-Hop/Rap
35,36,36,All Day Long,Chance the Rapper,3533729,1g3ErLqysBJ5EIGdYYMWFZ,0.767,0.884,2,-3.674,1,0.161,0.028,0,0.103,0.717,123.01,4,208238,Hip-Hop/Rap
36,37,37,If I Can't Have You,Shawn Mendes,3505020,2bT1PH7Cw3J9p3t7nlXCdh,0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,4,191467,Pop
37,38,38,You Need To Calm Down,Taylor Swift,3455590,29fRTIKsJhLUJoldM89GZS,0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.0596,0.706,85.025,4,171387,Pop
38,39,39,"Go Loko (feat. Tyga, Jon Z)",YG,3447799,1kK6DwzyXJSp58u5HYWwuD,0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,4,299227,Hip-Hop/Rap
39,40,40,The Git Up,Blanco Brown,3435022,5dW1VZPcFqB4n0P08rGDgm,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,4,200594,Country
40,41,41,China,Anuel AA,3294228,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,301714,Urbano latino
41,42,42,Callaita,Bad Bunny,3216426,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,4,250534,Urbano latino
42,43,43,Sanguine Paradise,Lil Uzi Vert,3213510,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0948,0,0.113,0.207,134.972,4,243976,Hip-Hop/Rap
43,44,44,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,3171724,2zjGJ0dChMR0KxBZS15aqo,0.883,0.525,2,-8.054,0,0.0633,0.189,0,0.0971,0.312,99.978,4,174100,Hip-Hop/Rap
44,45,45,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,3098439,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,4,189487,Hip-Hop/Rap
45,46,46,Going Bad (feat. Drake),Meek Mill,3089644,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,4,180522,Hip-Hop/Rap
46,47,47,Time - Edit,NF,3017865,1gZFRYcPz3wKevEaNYRwfW,0.665,0.703,8,-3.885,1,0.07,0.128,0,0.115,0.257,97.968,4,230611,Hip-Hop/Rap
47,48,48,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2998193,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4,145543,Hip-Hop/Rap
48,49,49,Handsome,Chance the Rapper,2991472,1xsP6AITcWNigBYBYVnVZw,0.869,0.607,6,-6.192,0,0.333,0.025,0,0.0906,0.531,160.011,4,173489,Hip-Hop/Rap
49,50,50,7 rings,Ariana Grande,2900862,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,178627,Pop
50,51,51,Hate Me (with Juice WRLD),Ellie Goulding,2897102,6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4,186223,Pop
51,52,52,Pure Water (with Migos),Mustard,2866034,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202.015,4,192471,Hip-Hop/Rap
52,53,53,when the party's over,Billie Eilish,2848557,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,196077,Alternative
53,54,54,Call You Mine,The Chainsmokers,2830538,05CwHjIk71RXVU40boRMnR,0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,4,217653,Dance
54,55,55,Eternal,Chance the Rapper,2829295,5LeStoyvjAHpM52IYogOq0,0.793,0.524,5,-6.229,0,0.148,0.0622,0,0.0803,0.631,95.044,4,243915,Hip-Hop/Rap
55,56,56,Sucker,Jonas Brothers,2822071,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,181027,Pop
56,57,57,Never Really Over,Katy Perry,2701138,5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,4,223523,Pop
57,58,58,Murder On My Mind,YNW Melly,2687644,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4,268434,Hip-Hop/Rap
58,59,59,We Go High,Chance the Rapper,2671483,01GmGxOPy22EdAZGC0X6q1,0.657,0.644,5,-5.698,0,0.363,0.802,0,0.101,0.567,85.283,4,299168,Hip-Hop/Rap
59,60,60,Tap (feat. Meek Mill),NAV,2669940,5rU6kDNXZLXIinFezpbWbO,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,4,148278,Hip-Hop/Rap
60,61,61,RNP (feat. Anderson .Paak),YBN Cordae,2662791,5lw8Mgb4LyhriPIC86gV6e,0.611,0.714,9,-4.696,0,0.856,0.184,0,0.145,0.628,196.043,4,175828,Hip-Hop/Rap
61,62,62,lovely (with Khalid),Billie Eilish,2647313,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4,200186,Pop
62,63,63,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,2641092,4wuCQX7JvAZLlrcmH4AeZF,0.746,0.787,4,-6.373,1,0.12,0.212,0,0.0669,0.607,95.005,4,206187,Pop
63,64,64,Better,Khalid,2612503,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4,229320,R&B/Soul
64,65,65,I.F.L.Y.,Bazzi,2605868,4R9ATNRRl1uth17i5qDCc0,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,4,165714,Pop
65,66,66,Leave Me Alone,NF,2598960,3EtyEzMpfKSaoVhPunvbRV,0.722,0.741,1,-3.72,1,0.19,0.249,0,0.151,0.46,162.11,4,308652,Hip-Hop/Rap
66,67,67,Single Again,Big Sean,2590134,7IP0lO9tHfNwBWZ9X6TJ84,0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,4,213733,Hip-Hop/Rap
67,68,68,Eastside (with Halsey & Khalid),benny blanco,2569683,7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,4,170770,Pop
68,69,69,Lucid Dreams,Juice WRLD,2562338,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,239836,Hip-Hop/Rap
69,70,70,Envy Me,Calboy,2558779,7rvyVWja33WG9R97oeJAjx,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,4,120133,Hip-Hop/Rap
70,71,71,i love you,Billie Eilish,2544713,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,4,291796,Alternative
71,72,72,My Type,Saweetie,2517286,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,4,126446,Hip-Hop/Rap
