,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Bola Rebola,Tropkillaz,3027344,1OUPXna2MCgAt3VNmXJBtg,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,193440,Pop
1,2,2,Atrasadinha - Ao Vivo,Felipe Araújo,2770180,5EKHbW7mXcAR4hCyS3YXjb,0.676,0.844,7,-3.396,1,0.109,0.498,0.0,0.866,0.716,159.969,4,172767,Sertanejo
2,3,3,Vamos pra Gaiola,MC Kevin o Chris,2698115,7FiIQXpIeLo3ITfGGpb8PB,0.872,0.971,6,-5.576,1,0.281,0.917,0.00143,0.121,0.521,149.987,4,161600,Baile Funk
3,4,4,Cem Mil - Ao Vivo,Gusttavo Lima,2612707,5eMmT4Ava5BGThju0AD8vQ,0.901,0.819,0,-1.874,1,0.051,0.309,0.0,0.701,0.924,129.935,4,203740,Sertanejo
4,5,5,Bebi Liguei - Ao Vivo,Marília Mendonça,2554109,3RbXsVQr4jeTxvT35Hssq3,0.603,0.804,0,-4.253,1,0.198,0.362,0.0,0.743,0.682,153.883,4,159780,Sertanejo
5,6,6,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,2389677,6sRLrSetyIwIKhW1eMlUNP,0.505,0.721,1,-5.86,1,0.061,0.768,0.0,0.869,0.421,106.248,4,189059,Pop
6,7,7,Quem Me Dera,Márcia Fellipe,2361927,2lAyctg5FocS67eksHoyIg,0.815,0.723,6,-3.611,0,0.0574,0.115,0.0,0.184,0.896,149.918,4,147990,Forró
7,8,8,Shallow,Lady Gaga,2297368,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,215733,Soundtrack
8,9,9,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,2273063,7oEr56KG6odStlQH0nvdyr,0.493,0.832,10,-3.42,1,0.201,0.483,0.0,0.956,0.599,157.964,4,187349,Sertanejo
9,10,10,Vingança - Ao Vivo,Luan Santana,2136595,7KdcbYcVF8LkQeQcTYOixJ,0.608,0.729,1,-7.4,1,0.128,0.151,0.0,0.201,0.431,165.959,4,181512,Sertanejo
10,11,11,Agora é Tudo Meu,Dennis DJ,2132867,5yH8pYxNckOU1cxfPsMIaz,0.848,0.933,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,4,171998,Baile Funk
11,12,12,Estado Decadente - Acústico,Zé Neto & Cristiano,2115681,4eB8rsNNm5791m3uvEBNLR,0.757,0.687,1,-4.78,1,0.0658,0.586,0.0,0.111,0.583,117.927,4,173831,Brazilian
12,13,13,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,2114375,0IQCOAw9ZAI6WnXIrl481F,0.65,0.361,2,-7.153,1,0.404,0.0331,0.0,0.0978,0.844,89.803,4,177094,Baile Funk
13,14,14,All The Lies,Alok,2085965,6PqUdUGS4h5aGY7YyEGXr8,0.611,0.835,6,-4.107,1,0.139,0.167,0.0,0.107,0.672,102.023,4,179457,Dance
14,15,15,Bebaça - Ao Vivo,Marília Mendonça,2062957,6YjyT6MEMsMc41NNWk2dYg,0.663,0.884,2,-3.4,0,0.0716,0.652,0.0,0.156,0.875,172.059,4,175203,Sertanejo
15,16,16,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,2038591,2qkNnJvQvhLiZ63X1L3eFz,0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,3,182341,Brazilian
16,17,17,Cobaia,Lauana Prado,1988198,1xyVMQx51Kab6eLVtE6twx,0.751,0.709,8,-4.216,1,0.0382,0.125,0.0,0.807,0.515,114.094,4,219442,Sertanejo
17,18,18,Infarto,Diego & Victor Hugo,1958577,0XEJ7eph2IWFYZc73Jm3n2,0.613,0.794,10,-4.518,1,0.0347,0.277,0.0,0.173,0.602,124.743,4,161404,Kids & Family
18,19,19,Favela chegou - Ao vivo,Ludmilla,1943280,2caDAj0O4uD8OlJ8bap9nz,0.606,0.877,1,-10.087,0,0.0735,0.495,0.00177,0.958,0.767,150.045,4,169954,Baile Funk
19,20,20,Terremoto,Anitta,1850007,7G2XZhDNHo7SSDWSVxC0UT,0.891,0.805,8,-5.836,0,0.0898,0.329,0.0,0.277,0.967,95.045,4,146276,Pop
20,21,21,Ouvi Dizer,Melim,1777591,1qCLx3nX25NuhfPjM5E1qV,0.641,0.614,7,-7.847,1,0.0532,0.0745,0.0,0.093,0.727,81.011,4,210889,Brazilian
21,22,22,"Cerveja, Sal E Limão - Ao Vivo",Matheus & Kauan,1758015,7nJJKm0R90xM1nGlxTHTme,0.699,0.796,2,-4.852,1,0.048,0.147,0.0,0.949,0.405,115.803,4,201742,Pop
22,23,23,Parado no Bailão,MC L da Vinte,1753272,3Hb9kUdm4yf839Fle4RIdT,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,5,171692,Baile Funk
23,24,24,Jenifer,Gabriel Diniz,1696535,7wMAgaPiKzTNxpDWu2BPfk,0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,0.916,160.108,4,160640,Forro
24,25,25,Quem Tem o Dom,Jerry Smith,1633002,2mJOngYlqgfdLMBSxPcJL3,0.807,0.782,11,-2.925,0,0.117,0.498,0.0,0.108,0.958,157.953,4,174315,Baile Funk
25,26,26,Péssimo Negócio (Ao Vivo),Dilsinho,1616996,5MMrkwK6AgNAsgHVdC7daZ,0.538,0.651,10,-5.805,1,0.0336,0.801,0.0,0.948,0.544,148.03,4,201378,Pagode
26,27,27,7 rings,Ariana Grande,1605567,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,178627,Pop
27,28,28,Ciumeira - Ao Vivo,Marília Mendonça,1593859,7D5F5BzIon5zhzQrOU2pdN,0.741,0.813,11,-4.83,0,0.0452,0.204,0.0,0.797,0.765,123.842,4,190084,Sertanejo
28,29,29,Posto 24h (feat. Wesley Safadão) - Ao Vivo,Lucas Lucco,1564995,3mNmUjoDHYDYj08IaRPtg0,0.703,0.929,3,-4.021,0,0.0338,0.169,0.0,0.396,0.626,126.998,4,153374,Sertanejo
29,30,30,Sem Sal - Ao Vivo,Marília Mendonça,1561103,0EZuXcsnjEmGuRYdFdcctX,0.559,0.844,0,-3.685,1,0.124,0.112,0.0,0.935,0.823,139.385,4,162751,Sertanejo
