,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Bola Rebola,Tropkillaz,6000584,1OUPXna2MCgAt3VNmXJBtg,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,193440,Pop
1,2,2,Vamos pra Gaiola,MC Kevin o Chris,3748621,7FiIQXpIeLo3ITfGGpb8PB,0.872,0.971,6,-5.576,1,0.281,0.917,0.00143,0.121,0.521,149.987,4,161600,Baile Funk
2,3,3,Shallow,Lady Gaga,3429220,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,215733,Soundtrack
3,4,4,Atrasadinha - Ao Vivo,Felipe Araújo,3388806,5EKHbW7mXcAR4hCyS3YXjb,0.676,0.844,7,-3.396,1,0.109,0.498,0.0,0.866,0.716,159.969,4,172767,Sertanejo
4,5,5,Bebi Liguei - Ao Vivo,Marília Mendonça,3313546,3RbXsVQr4jeTxvT35Hssq3,0.603,0.804,0,-4.253,1,0.198,0.362,0.0,0.743,0.682,153.883,4,159780,Sertanejo
5,6,6,Agora é Tudo Meu,Dennis DJ,3229565,5yH8pYxNckOU1cxfPsMIaz,0.848,0.933,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,4,171998,Baile Funk
6,7,7,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,3134737,0IQCOAw9ZAI6WnXIrl481F,0.65,0.361,2,-7.153,1,0.404,0.0331,0.0,0.0978,0.844,89.803,4,177094,Baile Funk
7,8,8,Terremoto,Anitta,3129386,7G2XZhDNHo7SSDWSVxC0UT,0.891,0.805,8,-5.836,0,0.0898,0.329,0.0,0.277,0.967,95.045,4,146276,Pop
8,9,9,Quem Me Dera,Márcia Fellipe,2914506,2lAyctg5FocS67eksHoyIg,0.815,0.723,6,-3.611,0,0.0574,0.115,0.0,0.184,0.896,149.918,4,147990,Forró
9,10,10,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,2878198,2qkNnJvQvhLiZ63X1L3eFz,0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,3,182341,Brazilian
10,11,11,Parado no Bailão,MC L da Vinte,2572578,3Hb9kUdm4yf839Fle4RIdT,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,5,171692,Baile Funk
11,12,12,Jenifer,Gabriel Diniz,2497388,7wMAgaPiKzTNxpDWu2BPfk,0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,0.916,160.108,4,160640,Forro
12,13,13,Ouvi Dizer,Melim,2465729,1qCLx3nX25NuhfPjM5E1qV,0.641,0.614,7,-7.847,1,0.0532,0.0745,0.0,0.093,0.727,81.011,4,210889,Brazilian
13,14,14,Infarto,Diego & Victor Hugo,2390333,0XEJ7eph2IWFYZc73Jm3n2,0.613,0.794,10,-4.518,1,0.0347,0.277,0.0,0.173,0.602,124.743,4,161404,Kids & Family
14,15,15,Qualidade De Vida - Ao Vivo,Simone & Simaria,2173401,5Wmg5LPPJnbMsKA9fthM3l,0.832,0.833,10,-2.38,0,0.0975,0.621,0.0,0.645,0.853,135.049,4,154417,Jazz
15,16,16,Quem Tem o Dom,Jerry Smith,2131370,2mJOngYlqgfdLMBSxPcJL3,0.807,0.782,11,-2.925,0,0.117,0.498,0.0,0.108,0.958,157.953,4,174315,Baile Funk
16,17,17,Vingança - Ao Vivo,Luan Santana,2111567,7KdcbYcVF8LkQeQcTYOixJ,0.608,0.729,1,-7.4,1,0.128,0.151,0.0,0.201,0.431,165.959,4,181512,Sertanejo
17,18,18,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,2080522,7rLegaz7zKB6EtDNzcslKE,0.896,0.756,4,-5.56,0,0.229,0.711,0.0,0.0778,0.686,140.076,4,240000,Baile Funk
18,19,19,Só Pra Castigar,Wesley Safadão,1992492,2X8sssaxS5GReg6945B6RW,0.681,0.94,0,-1.77,1,0.0386,0.0201,0.0,0.578,0.648,124.015,4,163851,Forró
19,20,20,Sem Sal - Ao Vivo,Marília Mendonça,1973699,0EZuXcsnjEmGuRYdFdcctX,0.559,0.844,0,-3.685,1,0.124,0.112,0.0,0.935,0.823,139.385,4,162751,Sertanejo
