,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Ne reviens pas,Gradur,3440834,4TnFANpjVwVKWzkxNzIyFH,0.932,0.778,10,-3.384,0,0.0638,0.212,0,0.168,0.933,124.996,4,188613,none
1,2,2,Moulaga,Heuss L'enfoiré,2626422,5BfCoUcWNXcpyJfjXRIeyC,0.71,0.699,7,-4.664,0,0.1,0.327,4.64e-06,0.0975,0.484,125.051,4,179868,none
2,3,3,Dance Monkey,Tones And I,2021112,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,4,209755,none
3,4,4,Blinding Lights,The Weeknd,1823360,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4,201573,none
4,5,5,MD (feat. Niska),4Keus,1492321,7HnZCmNXgva6N3kZiK0NTn,0.41,0.729,4,-5.253,0,0.4,0.499,0,0.124,0.593,75.301,4,210827,none
5,6,6,Distant,Maes,1470573,2iuNKcIOuHb9VIplN7NDoa,0.747,0.731,4,-6.305,0,0.194,0.555,0,0.0662,0.493,105.074,4,162013,none
6,7,7,POPOPOP,Gambi,1381940,18HNGxDOcshRU2Hdu8tMOM,0.833,0.652,0,-6.194,0,0.308,0.0486,0.000134,0.145,0.413,130.002,4,155632,none
7,8,8,40%,Aya Nakamura,1338342,47LFcy7prvEY5D08d26zOo,0.841,0.693,11,-7.335,1,0.205,0.396,3.99e-06,0.133,0.678,92.021,4,174933,none
8,9,9,Loin de moi,Naza,1201367,30kxl4FnaEFS2qZkec3Zak,0.892,0.459,11,-8.316,0,0.239,0.635,4.4e-05,0.062,0.501,96.975,4,143744,none
9,10,10,ROXANNE,Arizona Zervas,1190552,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,5,163636,none
10,11,11,Oui ou non,Angèle,1175004,7rBP4bLjMLNkix1nGHjheP,0.649,0.574,2,-7.856,1,0.143,0.635,1.28e-05,0.161,0.361,199.906,4,196800,none
11,12,12,Woin Woin,Larry,1098806,5Oh8sPyFYM4gAR3KmmDH7I,0.899,0.64,3,-7.148,1,0.288,0.165,0,0.0813,0.702,130.026,4,172933,none
12,13,13,Côte Ouest,47ter,1093774,4ZuuPLV4qYiznagLAFPHcW,0.772,0.596,8,-7.962,1,0.102,0.534,0,0.172,0.603,152.057,4,232653,none
13,14,14,God Bless (feat. Damso),Hamza,1084148,2oT2g4vkjRaFOcUtdOf9eg,0.861,0.572,11,-9.98,1,0.116,0.00947,0.000751,0.0639,0.232,82.51,4,161743,none
14,15,15,RITMO (Bad Boys For Life),Black Eyed Peas,1058857,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4,221714,none
15,16,16,Memories,Maroon 5,1036156,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,4,189486,none
16,17,17,Jamais,Mister V,1031240,2MCAs3ttHSuDm1RHL0rqTF,0.641,0.673,6,-7.017,0,0.0857,0.429,0,0.105,0.785,149.974,4,192107,none
17,18,18,93% [Tijuana],GLK,1014549,45mzuuUWaRRLwIDifDferf,0.803,0.686,9,-5.222,1,0.0639,0.621,0,0.181,0.797,136.055,4,222806,none
