,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Elle est bonne sa mère,Vegedream,2343077,6F8Caj9u2wk5hmbFuKK6Pa,0.783,0.732,4,-5.459,0,0.0602,0.288,2.39e-05,0.333,0.46,105.017,4,197925,none
1,2,2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2044453,6u7jPi22kF8CTQ3rb9DHE7,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,4,157067,none
2,3,3,Tricheur,Nekfeu,1842009,7C7GtWZmyicqjBDbAWPsCp,0.758,0.638,1,-7.984,0,0.253,0.407,0.0,0.178,0.188,137.981,4,248467,none
3,4,4,Loco Contigo (with J. Balvin & Tyga),DJ Snake,1807620,1f38Gx6xQz6r4H1jGVNBJo,0.822,0.743,6,-3.04,0,0.0567,0.285,2.31e-06,0.102,0.355,96.025,4,185195,none
4,5,5,Médicament,Niska,1700790,55mCsKCo4bPuYtZvHppp8z,0.665,0.653,6,-6.686,0,0.0893,0.693,0.0,0.0769,0.381,157.38,3,198857,none
5,6,6,JCVD,Jul,1604043,3iLcfPepO3XiWUuu1zwqsW,0.847,0.83,7,-5.873,0,0.034,0.479,2.54e-06,0.068,0.895,130.05,4,194267,none
6,7,7,I Don't Care (with Justin Bieber),Ed Sheeran,1316914,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,4,219947,none
7,8,8,Señorita,Shawn Mendes,1310172,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4,190960,none
8,9,9,Pookie,Aya Nakamura,1292996,2QpUWi6VSNOt2WyH5FIeLD,0.912,0.598,6,-7.718,0,0.0877,0.0718,1.12e-06,0.0892,0.533,98.006,4,180840,none
9,10,10,Maman ne le sait pas (feat. Niska),Ninho,1269323,5c2HadbVTsMKjja4gohEFI,0.755,0.875,7,-5.944,0,0.193,0.399,0.0,0.115,0.393,145.008,4,203301,none
10,11,11,Con Calma,Daddy Yankee,1250934,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4,193227,none
11,12,12,Tel Me,Jul,1222164,4He5TSvX6WhyTeiXpdFaCZ,0.841,0.668,11,-6.802,0,0.16,0.366,1.28e-05,0.103,0.736,73.991,4,199707,none
12,13,13,Dans l'univers,Nekfeu,1157065,2PYXOG6GdxF9sUIH2NfOAD,0.64,0.419,11,-9.962,1,0.168,0.326,0.000271,0.137,0.202,131.936,4,244320,none
13,14,14,Papers (feat. Ninho),Zola,1064903,3vmoC735YdyvsrF0HtbmGn,0.896,0.532,8,-6.823,1,0.257,0.431,1.35e-05,0.221,0.614,133.904,4,173320,none
14,15,15,RR 9.1,Koba LaD,1060264,28fP6qcMGPfYOjrx8AOWFn,0.942,0.564,2,-6.293,1,0.407,0.0703,0.0,0.078,0.393,126.069,4,200507,none
15,16,16,Balance ton quoi,Angèle,1049573,2jX5c5RFp0A9E1GDsvGxIa,0.703,0.442,0,-10.383,1,0.0823,0.594,2.39e-05,0.276,0.381,115.932,4,189480,none
16,17,17,Au DD,PNL,1020506,5lCxlSBFyP5g4EhVypAoOu,0.777,0.698,6,-7.706,0,0.0704,0.293,2.32e-05,0.0908,0.119,119.963,4,247161,none
17,18,18,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1016776,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,163805,none
18,19,19,bad guy,Billie Eilish,991948,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,194088,none
19,20,20,Cheum,Nekfeu,984837,5dkSQ8ExtSaS5diqiQosOk,0.872,0.613,9,-4.884,1,0.32,0.273,0.0,0.0818,0.343,139.885,4,196027,none
20,21,21,Elle pleut,Nekfeu,952328,4kqsT3yDyJr1KZ2AkM9qfD,0.62,0.375,8,-11.064,1,0.455,0.724,2.86e-06,0.125,0.226,92.641,4,286520,none
21,22,22,Binks,100 Blaze,951513,1kX5NXQDQbvqhxvisCv1Ok,0.861,0.636,5,-6.713,1,0.0701,0.334,0.0,0.102,0.445,122.064,4,206760,none
22,23,23,La vie qu'on mène,Ninho,950193,0Jh6iWjna1wk5le0Ahn7No,0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,3,193444,none
23,24,24,Kim Jong-il,Ninho,941900,3kNdQLkHijBfHUJTZNy8vn,0.825,0.699,1,-6.917,1,0.378,0.0601,0.0,0.173,0.51,127.818,4,208027,none
24,25,25,Don't Call Me Up,Mabel,936562,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,178480,none
25,26,26,Mirador,Kezah,926200,4j5Bb0saeXmiz62XIZjcHj,0.832,0.747,1,-4.957,0,0.052,0.225,3.86e-06,0.0412,0.789,99.986,4,168000,none
26,27,27,Baila Baila Baila,Ozuna,867103,7uH27oIt4a6cIFCA8ZPcyG,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,0.533,99.966,4,158400,none
27,28,28,Goutte d'eau,Ninho,837421,0rQbvQpjQ6QeeCAnVRzokf,0.683,0.693,5,-6.441,0,0.127,0.647,0.0,0.121,0.322,137.826,4,157184,none
28,29,29,L'odeur du charbon,Dosseh,828888,3iGHpp0lriaEVmpnQ48iXT,0.813,0.515,0,-8.704,1,0.112,0.549,0.0,0.192,0.605,134.0,4,220954,none
29,30,30,MOWGLI II,PNL,794656,1w2OwBeojIZI8hTI5WkMkV,0.729,0.533,9,-10.104,0,0.444,0.747,4.54e-06,0.0848,0.422,155.999,4,225953,none
30,31,31,Piece Of Your Heart,MEDUZA,793084,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,152913,none
31,32,32,Calma - Remix,Pedro Capó,790575,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,4,238200,none
32,33,33,Rappelle-toi,Naps,781179,6dgLDzgL0JYxFr3PjppsnS,0.862,0.75,5,-7.267,0,0.0566,0.474,0.0,0.087,0.867,139.986,4,191253,none
33,34,34,All Around The World (La La La),R3HAB,765571,02itaCXOdC54J0ISjqqFAp,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,4,147840,none
