,Unnamed: 0,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
0,0,1,1,M' Manc (con Geolier & Sfera Ebbasta),Shablo,3888756,0MLu1cFYL4ikdRTdasCQT9,0.703,0.7040000000000001,6,-6.117000000000001,0,0.0641,0.048,0.0,0.41,0.725,139.933,4,180000,Hip-Hop/Rap,2020-06-11
1,1,2,2,Mediterranea,Irama,3768970,47xPl1gvgdx4Z9dNUuloPg,0.711,0.9159999999999999,11,-4.678,1,0.0587,0.113,0.0,0.188,0.79,130.013,4,177810,Pop,2020-05-19
2,2,3,3,Karaoke,Boomdabash,3018547,0D4GpOPInKiPxEfQMchu4p,0.929,0.625,1,-5.728,1,0.14,0.289,1.2e-06,0.386,0.578,122.03,4,156493,Karaoke,2020-06-11
3,3,4,4,Superclassico,Ernia,2740494,6Ahg1hncxUdK0ICqU03BCu,0.623,0.6629999999999999,11,-6.457999999999999,1,0.142,0.0624,4.49e-06,0.0922,0.34600000000000003,149.91,4,172200,Hip-Hop/Rap,2020-06-18
4,4,5,5,Sono un bravo ragazzo un po' fuori di testa,Random,2593679,5EXLYWZGnmYC01H53WUAhi,0.75,0.581,5,-9.957,1,0.128,0.16699999999999998,0.0,0.203,0.624,121.081,4,170579,Pop,2020-06-05
5,5,6,6,"Puro Sinaloa (feat. Tedua, Rkomi & Lazza)",Ernia,2483802,5E75l3Zb0vzdiDNJczr29z,0.45399999999999996,0.75,11,-5.359,0,0.368,0.0113,0.0,0.0468,0.698,89.29299999999999,4,227093,Hip-Hop/Rap,2020-06-18
6,6,7,7,MAMACITA,Black Eyed Peas,2318423,24IgCW19L8lXKyFZwzFtD3,0.88,0.626,2,-7.062,1,0.0473,0.19,0.000755,0.094,0.441,105.01,4,251429,Pop,2020-06-18
7,7,8,8,Good Times,Ghali,2107658,5165XjbVxwq9dQDxNk7hmf,0.7190000000000001,0.736,4,-6.32,0,0.0776,0.0315,0.0,0.0988,0.593,109.02799999999999,4,163073,Pop,2020-05-29
8,8,9,9,Il bacio di Klimt,Emanuele Aloia,1993820,3E1FgPTXX203rgBTD5nlKF,0.685,0.764,9,-4.503,1,0.0664,0.45,0.0,0.22699999999999998,0.315,80.03699999999999,4,177000,Pop,2020-04-21
9,9,10,10,Non Me Ne Frega Un Cazzo (feat. Fabri Fibra),Ernia,1855096,3QGKwtZ2jRvI9AXzIQ2AhP,0.733,0.831,10,-4.449,0,0.303,0.415,2.69e-06,0.16,0.79,93.95299999999999,4,209362,Hip-Hop/Rap,2020-06-18
10,10,11,11,ELEGANTE (feat. Sfera Ebbasta),DrefGold,1827176,7qADAhkEs9vv3ll4hP8ybC,0.794,0.5670000000000001,6,-6.487,0,0.035,0.39899999999999997,3.77e-06,0.0919,0.299,105.98,4,220896,Hip-Hop/Rap,2020-05-21
11,11,12,12,Bimbi Per Strada (Children),Fedez,1798514,6KF78W66DcQ9m5YqR0r5Ig,0.642,0.8059999999999999,5,-5.4510000000000005,0,0.17600000000000002,0.0206,0.0,0.11,0.562,134.002,4,200821,Pop,2020-06-11
12,12,13,13,Vivo,Ernia,1732952,7wv8GkrBxS7S5LguyBP9hA,0.76,0.7090000000000001,1,-6.956,0,0.209,0.0438,0.00016,0.0837,0.444,139.905,4,215143,Hip-Hop/Rap,2020-06-18
13,13,14,14,Morto Dentro,Ernia,1642853,1H9PaGk1HDQGE4Zl9vDCNf,0.7390000000000001,0.799,11,-3.965,0,0.0563,0.14,1.1e-06,0.10300000000000001,0.368,95.01799999999999,4,194526,Hip-Hop/Rap,2020-06-18
14,14,15,15,"TesTa TrA Le NuVoLE, pT. 2",Alfa,1638033,04UtYEP1Jc0GRxbvH1B6Nk,0.568,0.512,3,-7.809,1,0.0735,0.0236,1.1599999999999999e-05,0.11699999999999999,0.604,118.947,4,180000,Pop,2020-05-21
15,15,16,16,Guaranà,Elodie,1615049,1KXpcoggYmNTPCRXIz2m9Z,0.79,0.875,8,-3.59,0,0.131,0.0358,3.37e-05,0.162,0.581,116.964,4,194346,Pop,2020-05-12
16,16,17,17,Spigoli,Carl Brave,1574131,1XQvMjA9IiIx1lAiTHSxQi,0.718,0.703,0,-5.886,0,0.0537,0.145,0.0,0.10400000000000001,0.6679999999999999,132.987,4,256788,Pop,2020-05-12
17,17,18,18,ROCKSTAR (feat. Roddy Ricch),DaBaby,1570124,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.16399999999999998,0.247,0.0,0.10099999999999999,0.49700000000000005,89.977,4,181733,Hip-Hop/Rap,2020-04-17
