,Unnamed: 0,Unnamed: 0.1,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
0,0,0,1,1,Auto Blu,Shiva,1977099,2chEq24EHjyw9Zjmwq0hlS,0.82,0.7829999999999999,5,-6.146,0,0.0621,0.0158,0.0,0.0938,0.653,130.015,4,166087,Hip-Hop/Rap,2020-03-26
1,1,1,2,2,Bando,ANNA,1745057,0kzGjSRHGVcaWxagzQwAyD,0.97,0.7390000000000001,10,-4.917,0,0.295,0.155,0.0,0.111,0.414,120.061,4,168000,Christmas,2020-01-31
2,2,2,3,3,Good Times,Ghali,1737313,6GpvHaqp0Yybx9P6YnodRD,0.7190000000000001,0.736,4,-6.32,0,0.0779,0.0315,0.0,0.0988,0.595,109.028,4,163073,Pop,2020-02-21
3,3,3,4,4,Fiori di Chernobyl,Mr.Rain,1426916,54PxYcGpSUCmlpGdFGTaYR,0.486,0.619,0,-9.114,1,0.118,0.327,0.0,0.188,0.32,159.815,4,175612,Hip-Hop/Rap,2020-03-13
4,4,4,5,5,Blinding Lights,The Weeknd,1411758,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,200040,R&B/Soul,2020-03-20
5,5,5,6,6,Boogieman (feat. Salmo),Ghali,1404718,10Q5VqDAAbwExYkNha3VKH,0.8,0.7240000000000001,1,-7.843,1,0.07,0.0853,0.00024900000000000004,0.0922,0.35100000000000003,112.049,4,159911,Hip-Hop/Rap,2020-02-21
6,6,6,7,7,Per sentirmi vivo,Fasma,1355533,20v9X8TV0AgwNGFT71OX3w,0.579,0.718,2,-5.05,1,0.293,0.16699999999999998,0.0,0.114,0.211,168.27900000000002,4,177880,Hip-Hop/Rap,2020-02-28
7,7,7,8,8,Snitch E Impicci (con FSK SATELLITE),DrefGold,1331022,6HDdOPc6FWpMfjC8ebzdRC,0.89,0.555,1,-5.6320000000000014,1,0.125,0.0631,0.0,0.111,0.265,126.032,4,202381,Hip-Hop/Rap,2020-02-27
8,8,8,9,9,blun7 a swishland,tha Supreme,1328174,7HwvPmK74MBRDhCIyMXReP,0.6920000000000001,0.792,7,-5.984,1,0.245,0.13,0.0,0.255,0.5660000000000001,129.88299999999998,4,167760,Hip-Hop/Rap,2019-11-15
9,9,9,10,10,Ringo Starr,Pinguini Tattici Nucleari,1190141,5yfE6GXTuJaAlepKoE0wJE,0.754,0.925,4,-2.912,0,0.0512,0.304,0.0,0.313,0.857,114.077,4,183333,Pop,2020-02-07
10,10,10,11,11,Rapide,Mahmood,1188826,2cf1g08CvDuhwXFqxjetQi,0.442,0.557,0,-7.77,1,0.0711,0.35700000000000004,0.0,0.11,0.124,119.48,4,243625,Pop,2020-01-16
11,11,11,12,12,ANSIA NO,FSK SATELLITE,973396,2yuYI5NFhevxa05se7Qht9,0.823,0.6779999999999999,1,-6.664,1,0.56,0.153,0.0,0.218,0.706,160.13299999999995,4,148500,Hip-Hop/Rap,2019-12-05
12,12,12,13,13,Musica (E Il Resto Scompare),Elettra Lamborghini,970044,3Nc7IorgrSffzaQrQWVw4L,0.779,0.835,0,-4.04,1,0.134,0.0217,0.0,0.393,0.922,114.987,4,194606,Urbano latino,2020-02-07
13,13,13,14,14,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,937917,00GxbkrW4m1Tac5xySEJ4M,0.754,0.725,8,-6.058,1,0.0661,0.0104,0.0,0.192,0.271,120.002,4,208133,Hip-Hop/Rap,2019-08-30
14,14,14,15,15,Roses - Imanbek Remix,SAINt JHN,928042,24Yi9hE78yPEbZ4kxyoXAI,0.77,0.7240000000000001,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4,176840,Dance,2019-10-09
15,15,15,16,16,Fai rumore,Diodato,916700,2ZwcnFDvQueNemTt89qCom,0.417,0.626,6,-6.055,1,0.0366,0.218,0.0,0.0805,0.14400000000000002,143.358,4,216140,Pop,2020-02-14
16,16,16,17,17,death bed (coffee for your head),Powfu,888776,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,4,173333,Hip-Hop/Rap,2020-02-08
17,17,17,18,18,Marymango (feat. tha Supreme),Ghali,877918,7eHHKYb2cRRqqzl8bbiwA3,0.477,0.755,10,-5.7810000000000015,0,0.16399999999999998,0.0354,0.0,0.1,0.585,81.283,4,204984,Hip-Hop/Rap,2020-02-21
18,18,18,19,19,Tusa,KAROL G,864909,7k4t7uLgtOxPwTpFmtJNTY,0.8029999999999999,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4,200960,Urbano latino,2019-11-07
19,19,19,20,20,Dance Monkey,Tones And I,862453,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.688,0.000161,0.17,0.54,98.078,4,209755,Alternative,2019-05-10
20,20,20,21,21,Viceversa,Francesco Gabbani,845714,04ldF8QeASSyJLMtZJJfqA,0.529,0.7170000000000001,4,-4.776,1,0.0336,0.0348,0.0,0.0751,0.551,147.84,4,215267,Pop,2020-02-14
21,21,21,22,22,fuck 3x,tha Supreme,804690,5YxP1CkunbhUQVvctFOHa7,0.655,0.8140000000000001,5,-5.472,0,0.0823,0.0698,0.0,0.107,0.69,180.082,4,161266,Hip-Hop/Rap,2019-11-15
22,22,22,23,23,BRAVI A CADERE - I polmoni,Marracash,783938,297aCpOFCVfdYPOEel7Vd1,0.608,0.693,5,-5.676,0,0.103,0.163,0.0,0.104,0.276,95.005,4,200214,Hip-Hop/Rap,2020-03-05
23,23,23,24,24,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,768572,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.3800000000000003e-05,0.0803,0.255,150.097,4,176000,Hip-Hop/Rap,2020-01-28
24,24,24,25,25,Falling,Trevor Daniel,760138,2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,4,159382,Pop,2020-03-26
25,25,25,26,26,Calmo - feat. tha Supreme,Shiva,756259,6A5qLjVbEC2vNlu17tsExI,0.579,0.8240000000000001,7,-5.356,1,0.29600000000000004,0.0722,0.0,0.259,0.477,165.854,4,151084,Hip-Hop/Rap,2020-01-23
26,26,26,27,27,Don't Start Now,Dua Lipa,704398,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.7929999999999999,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4,183290,Electronic,2019-10-31
27,27,27,28,28,Before You Go,Lewis Capaldi,703012,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4,215107,Alternative,2019-11-22
28,28,28,29,29,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,699263,2qsk7VimIbE5MZVebczKk4,0.6559999999999999,0.6609999999999999,9,-5.888,1,0.0602,0.0686,0.0,0.125,0.509,140.95600000000005,4,223045,Hip-Hop/Rap,2020-03-05
29,29,29,30,30,Me ne frego,Achille Lauro,698239,1MF3gav7PNaNkv7ohlBKBD,0.5589999999999999,0.911,4,-4.8210000000000015,1,0.108,0.00615,0.0,0.159,0.456,136.935,4,221438,Hip-Hop/Rap,2020-02-05
30,30,30,31,31,ROXANNE,Arizona Zervas,646573,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0522,0.0,0.46,0.457,116.735,5,163636,Hip-Hop/Rap,2019-10-10
31,31,31,32,32,RAP SHIT (feat. tha Supreme & Gemitaiz) - prod. STABBER,Nitro,645356,2Fbj0y0HEUKCZkUsI71PUx,0.789,0.5589999999999999,1,-8.412,1,0.139,0.229,0.0,0.135,0.274,129.849,4,212302,Hip-Hop/Rap,2020-03-06
32,32,32,33,33,The Box,Roddy Ricch,634585,0nbXyq5TXYPCO7pr3N8S4I,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,4,196653,Hip-Hop/Rap,2019-12-06
33,33,33,34,34,"PAROLA - feat. Lazza, Emis Killa",Giaime,626498,2tQ7vPjN88wkQl5hSNSbVF,0.722,0.747,4,-7.028,0,0.0792,0.311,0.0008210000000000001,0.112,0.477,164.092,4,203415,Hip-Hop/Rap,2020-02-14
34,34,34,35,35,CRUDELIA - I nervi,Marracash,625449,1dk8CMVix3zAWn9EAVKrAV,0.547,0.5539999999999999,7,-7.563,1,0.102,0.149,0.0,0.344,0.0702,82.178,3,230923,Hip-Hop/Rap,2020-03-05
35,35,35,36,36,Tutto Questo Sei Tu,Ultimo,624893,2JbPEAf12Ju2CxSIoZC89d,0.45,0.514,2,-5.5710000000000015,1,0.0277,0.444,0.0,0.112,0.421,161.97299999999996,3,245053,Pop,2019-12-13
36,36,36,37,37,Allora ciao,Shade,618126,5mtMuoCiBExgzH8SOdXyNB,0.6,0.649,5,-7.443,1,0.09,0.11,0.0,0.116,0.747,155.875,4,166254,Hip-Hop/Rap,2020-01-10
37,37,37,38,38,Courmayeur,DJ Matrix,614336,3ueGWDwh5tMsoKjxJnUFcB,0.703,0.877,1,-4.521,0,0.035,0.0065,0.0,0.443,0.7290000000000001,127.945,4,193125,Dance,2019-12-27
