,Unnamed: 0,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
0,0,1,1,Cupido (feat. Quavo),Sfera Ebbasta,2286851,0dLToDou8YHYJpQltj3Ijy,0.8029999999999999,0.695,4,-5.164,0,0.0413,0.0622,0.0,0.105,0.45799999999999996,119.978,4,210107,Hip-Hop/Rap,2018-01-19
1,1,2,2,Rockstar,Sfera Ebbasta,2073414,3js3wKPw8VxBWtcXtwyUnA,0.7979999999999999,0.627,9,-6.234,1,0.111,0.263,0.0,0.21100000000000002,0.762,149.989,4,195947,Urbano latino,2018-01-19
2,2,3,3,Sciroppo (feat. DrefGold),Sfera Ebbasta,1979370,4VVG3HBGaqSNZqIpmewIA6,0.777,0.721,6,-6.097,1,0.0719,0.0774,0.0,0.0801,0.665,161.976,4,205013,Hip-Hop/Rap,2018-01-19
3,3,4,4,Cara Italia,Ghali,1700933,7K8krdGeSIvwDGw1WUqJuK,0.78,0.7090000000000001,6,-7.059,0,0.0836,0.5379999999999999,0.000362,0.11199999999999999,0.711,111.038,4,244324,Hip-Hop/Rap,2018-01-26
4,4,5,5,Ricchi x Sempre,Sfera Ebbasta,1512115,0kHTkvGavvk2MjBTSUtOZx,0.599,0.7340000000000001,3,-7.568,0,0.413,0.196,0.0,0.187,0.133,211.842,4,223787,Hip-Hop/Rap,2018-01-19
5,5,6,6,Serpenti A Sonagli,Sfera Ebbasta,1408236,5Z0Mx6SeUAFA2rgZB9t1Nu,0.68,0.613,5,-5.997999999999999,0,0.063,0.182,0.0,0.113,0.282,150.04,4,194173,Hip-Hop/Rap,2018-01-19
6,6,7,7,God's Plan,Drake,1400849,2XW4DbS6NddZxRPm5rMCeY,0.758,0.44799999999999995,7,-9.441,1,0.10300000000000001,0.0309,8.669999999999999e-05,0.5579999999999999,0.373,77.176,4,198960,Hip-Hop/Rap,2018-01-20
7,7,8,8,Pem Pem,Elettra Lamborghini,1357128,6NprDUe0yiLIVGgcnFGgtq,0.773,0.8909999999999999,9,-4.907,0,0.0728,0.0156,0.00927,0.784,0.8270000000000001,99.023,4,174697,Urbano latino,2018-02-02
8,8,9,9,Serio (feat. Capo Plaza),Emis Killa,1336435,2Cm9pUNjLYpLo2gjIiTBPa,0.721,0.6509999999999999,11,-5.665,0,0.0871,0.184,0.0,0.0722,0.537,129.904,4,218769,Hip-Hop,2018-02-09
9,9,10,10,Non mi avete fatto niente,Ermal Meta,1141479,6d3sJyECf0XccpnosXyxT7,0.568,0.89,6,-4.612,1,0.0554,0.309,0.0,0.207,0.644,90.025,4,208080,Pop,2018-02-09
10,10,11,11,Il ballo delle incertezze,Ultimo,1114935,0Wq6iAraiUpSbBSPmv4gLu,0.654,0.76,3,-5.058,1,0.185,0.445,0.0,0.0548,0.413,144.09799999999998,4,203750,Pop,2018-02-09
11,11,12,12,Uber,Sfera Ebbasta,1086168,4oZhBLWGhtIyBckervj3sb,0.867,0.519,3,-5.822,0,0.0455,0.21100000000000002,8.77e-06,0.298,0.379,120.016,4,187253,Hip-Hop/Rap,2018-01-19
12,12,13,13,Una Vita In Vacanza,Lo Stato Sociale,1017493,554Cnj9FKhRGABIxSaGJGG,0.637,0.9159999999999999,10,-4.147,1,0.10099999999999999,0.13699999999999998,0.0,0.0969,0.665,135.013,4,233947,Pop,2018-02-09
13,13,14,14,Ipernova,Mr.Rain,1010436,1TaSkLG2bXx84YuKmJvncw,0.547,0.638,1,-8.318,1,0.0491,0.195,0.0,0.107,0.569,100.655,4,177867,none,2018-01-26
14,14,15,15,Centro (feat. Coez),MadMan,981015,540qZ2h2nFsuky4w42Quw8,0.5670000000000001,0.723,9,-5.9479999999999995,0,0.124,0.287,0.0,0.28800000000000003,0.33399999999999996,117.21700000000001,4,184305,Hip-Hop/Rap,2018-02-02
