,Unnamed: 0,Unnamed: 0.1,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
31,31,31,32,32,16 Marzo (feat. Gow Tribe),Achille Lauro,643374,3nwH3HTFzpnRV5SqM9um3r,0.489,0.611,0,-4.981,1,0.0298,0.215,0.0,0.127,0.227,129.929,4,233493,Pop,2020-04-03
32,32,32,33,33,Una volta ancora (feat. Ana Mena),Fred De Palma,634417,6swHvavSroD4ur3Q18MjYz,0.7709999999999999,0.638,8,-5.3420000000000005,1,0.0622,0.0848,0.0,0.104,0.591,124.039,4,174291,Hip-Hop/Rap,2019-09-13
33,33,33,34,34,ANSIA NO,FSK SATELLITE,625953,2yuYI5NFhevxa05se7Qht9,0.823,0.6779999999999999,1,-6.664,1,0.56,0.153,0.0,0.218,0.706,160.13299999999995,4,148500,Hip-Hop/Rap,2019-12-05
34,34,34,35,35,Don't Start Now,Dua Lipa,621376,3PfIrDoz19wz7qK7tYeu62,0.7929999999999999,0.7929999999999999,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,183290,Electronic,2020-03-27
35,35,35,36,36,Before You Go,Lewis Capaldi,612567,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4,215107,Alternative,2019-11-22
36,36,36,37,37,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,582954,5EpBEqf5bnKeJ3p4zA1Sod,0.6559999999999999,0.6609999999999999,9,-5.888,1,0.0602,0.0686,0.0,0.125,0.509,140.95600000000005,4,223045,Hip-Hop/Rap,2020-03-27
37,37,37,38,38,Baila Conmigo (feat. Kelly Ruiz),Dayvi,573803,4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,4,189818,Pop Latino,2018-12-28
38,38,38,39,39,Chiasso,Random,553371,4UJoAdTMnqxQHKWKLLQpvK,0.721,0.451,6,-13.285,0,0.192,0.246,0.0,0.101,0.46,91.999,4,182229,Hip-Hop/Rap,2019-05-27
39,39,39,40,40,Marymango (feat. tha Supreme),Ghali,553185,7eHHKYb2cRRqqzl8bbiwA3,0.477,0.755,10,-5.7810000000000015,0,0.16399999999999998,0.0354,0.0,0.1,0.585,81.283,4,204984,Hip-Hop/Rap,2020-02-21
40,40,40,41,41,Physical,Dua Lipa,549561,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.8440000000000001,0,-3.756,1,0.0457,0.0137,0.0006580000000000001,0.102,0.746,146.967,4,193829,Pop,2020-03-27
41,41,41,42,42,The Box,Roddy Ricch,544397,0nbXyq5TXYPCO7pr3N8S4I,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,4,196653,Hip-Hop/Rap,2019-12-06
42,42,42,43,43,Allora ciao,Shade,543900,5mtMuoCiBExgzH8SOdXyNB,0.6,0.649,5,-7.443,1,0.09,0.11,0.0,0.116,0.747,155.875,4,166254,Hip-Hop/Rap,2020-01-10
43,43,43,44,44,CRUDELIA - I nervi,Marracash,542237,5dsz7MTrNdN9aMTrnp7sOG,0.547,0.5539999999999999,7,-7.563,1,0.102,0.149,0.0,0.344,0.0702,82.178,3,230923,Hip-Hop/Rap,2020-03-27
44,44,44,45,45,NEON - Le Ali (feat. Elisa),Marracash,528602,76cEI7LczlKZ1yLAHIoPBJ,0.703,0.476,1,-6.157,0,0.0387,0.256,0.0,0.0938,0.292,129.967,4,207084,Hip-Hop/Rap,2020-03-27
45,45,45,46,46,Bicarbonato - prod. Night Skinny,Milano Ovest,516960,4qWNeIIVV3VY4q1YSDsmAM,0.711,0.74,1,-7.938,0,0.41,0.0207,0.0,0.0333,0.518,89.98899999999998,4,122667,Hip-Hop/Rap,2020-04-20
46,46,46,47,47,Cin Cin,Alfa,513870,1jJMhPp0Rm6lAi077PXeEQ,0.701,0.634,1,-4.16,1,0.0344,0.261,0.0,0.131,0.371,121.047,4,180094,Pop,2019-12-13
47,47,47,48,48,Tutto Questo Sei Tu,Ultimo,498890,2JbPEAf12Ju2CxSIoZC89d,0.45,0.514,2,-5.5710000000000015,1,0.0277,0.444,0.0,0.112,0.421,161.97299999999996,3,245053,Pop,2019-12-13
48,48,48,49,49,Tikibombom,Levante,497343,4JNT4VElmvNmJaQUhwPzg9,0.472,0.604,4,-4.9,0,0.0784,0.0272,0.0,0.0865,0.353,171.928,4,203133,Pop,2020-02-06
49,49,49,50,50,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,492347,7srDOLMwjMC07Dzs7mqCnv,0.851,0.7440000000000001,10,-5.276,0,0.28600000000000003,0.324,0.0,0.309,0.436,125.068,4,286703,Hip-Hop/Rap,2020-03-27
50,50,50,51,51,Me ne frego,Achille Lauro,482339,1MF3gav7PNaNkv7ohlBKBD,0.5589999999999999,0.911,4,-4.8210000000000015,1,0.108,0.00615,0.0,0.159,0.456,136.935,4,221438,Hip-Hop/Rap,2020-02-05
51,51,51,52,52,Savage,Megan Thee Stallion,474332,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,4,155497,Hip-Hop/Rap,2020-03-06
52,52,52,53,53,Dove e quando,Benji & Fede,471721,5XM7tx8ovQ9UrYqUowW1AK,0.763,0.6920000000000001,1,-6.158,1,0.0381,0.0931,0.0,0.0644,0.691,124.998,4,190409,Sports,2019-10-18
53,53,53,54,54,Calmo - feat. tha Supreme,Shiva,465281,6A5qLjVbEC2vNlu17tsExI,0.579,0.8240000000000001,7,-5.356,1,0.29600000000000004,0.0722,0.0,0.259,0.477,165.854,4,151084,Hip-Hop/Rap,2020-01-23
54,54,54,55,55,Che Poi,Carl Brave,459571,55BfNKdOeu77gxPB0UGnAw,0.764,0.774,6,-5.301,1,0.0594,0.189,0.0,0.107,0.614,110.09,4,188182,Pop,2020-01-22
55,55,55,56,56,ROXANNE,Arizona Zervas,448572,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0522,0.0,0.46,0.457,116.735,5,163636,Hip-Hop/Rap,2019-10-10
56,56,56,57,57,Sunday Best,Surfaces,447099,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000002,1,0.0578,0.183,0.0,0.0714,0.6940000000000001,112.022,4,158571,Pop,2019-01-06
57,57,57,58,58,Blueberry Faygo,Lil Mosey,443813,22LAwLoDA5b4AaGSkg6bKW,0.774,0.5539999999999999,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,4,162547,Hip-Hop/Rap,2020-02-06
58,58,58,59,59,"PAROLA - feat. Lazza, Emis Killa",Giaime,443241,4XxQOwmNM0DF3bKafSJBNw,0.722,0.747,4,-7.028,0,0.0792,0.311,0.0008210000000000001,0.112,0.477,164.092,4,203415,Hip-Hop/Rap,2020-04-09
59,59,59,60,60,Stu core t'apparten,Rocco Hunt,441388,3nhAgjyrfUUCNDMZHx6LCa,0.536,0.551,8,-6.831,0,0.421,0.361,0.0,0.0952,0.471,158.987,4,149910,Hip-Hop/Rap,2019-08-30
60,60,60,61,61,Someone You Loved,Lewis Capaldi,433826,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.6789999999999985,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,4,182161,Alternative,2019-05-17
61,61,61,62,62,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,432689,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.3800000000000003e-05,0.0803,0.255,150.097,4,176000,Hip-Hop/Rap,2020-01-28
62,62,62,63,63,Domani ci passa,Ludwig,431151,3elLXGwE5zaREuOzWdlRJ2,0.708,0.736,11,-4.391,1,0.0398,0.0399,0.0,0.448,0.7490000000000001,129.959,4,145463,Dance,2019-04-05
63,63,63,64,64,Non Avere Paura,Tommaso Paradiso,431072,1qMx707PFdFXdwLvcUTNz3,0.568,0.6779999999999999,0,-6.185,1,0.0366,0.428,0.0,0.107,0.241,104.992,4,247478,Pop,2019-09-25
64,64,64,65,65,Andromeda,Elodie,430359,4iceKk4reL0vg2yDwXxQNF,0.535,0.698,8,-5.334,0,0.103,0.0208,0.0,0.113,0.54,121.755,4,202400,Hip-Hop/Rap,2020-02-05
65,65,65,66,66,RITMO (Bad Boys For Life),Black Eyed Peas,420551,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037000000000001,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4,221714,Pop,2019-10-12
66,66,66,67,67,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,417743,4KilYheWwxakB1L43ECTeP,0.795,0.634,5,-8.771,0,0.142,0.0889,0.0,0.0874,0.39,97.512,4,164302,Hip-Hop/Rap,2019-10-03
67,67,67,68,68,Soldi in Nero - feat. Sfera Ebbasta,Shiva,410664,1Xm2e1vDwOMeJJioWuG1s7,0.748,0.662,6,-4.832,0,0.285,0.149,0.0,0.17,0.34600000000000003,157.918,4,183797,Hip-Hop/Rap,2019-11-28
68,68,68,69,69,Lento,Boro Boro,410475,0iRKVjfQzpr41T3WsU7shl,0.6509999999999999,0.8640000000000001,8,-5.799,0,0.225,0.378,0.0,0.227,0.812,181.936,4,162363,Hip-Hop/Rap,2019-06-07
69,69,69,70,70,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,408349,2fkVZYFv9hOejIsLzZy8ad,0.755,0.501,1,-9.551,1,0.189,0.0867,1.45e-06,0.146,0.267,134.998,4,186213,Hip-Hop/Rap,2018-11-09
70,70,70,71,71,Lose Control,MEDUZA,401108,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.658999999999999,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,168387,Dance,2019-10-11
71,71,71,72,72,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,391206,6h5nbfvIJHRNH3oGrNWJwn,0.841,0.62,1,-6.91,1,0.0959,0.0584,0.0,0.0988,0.519,98.023,4,188401,R&B/Soul,2019-10-25
72,72,72,73,73,Bossoli,Shiva,388948,5mn8bU8IjYqr8ZqTDmLtSO,0.825,0.655,5,-8.475,0,0.255,0.436,0.0,0.138,0.8,145.045,3,178759,Hip-Hop/Rap,2019-09-05
73,73,73,74,74,LOBBY WAY,Rosa Chemical,384270,5p9vv5ltLNvm7KJzlNgg9d,0.6779999999999999,0.6659999999999999,8,-5.449,0,0.236,0.102,0.0,0.0496,0.285,130.0,4,171231,Hip-Hop/Rap,2020-04-17
74,74,74,75,75,Piccola Stella,Ultimo,383507,6sLBJkMyZIkGevtpYgeotT,0.487,0.465,2,-8.019,1,0.0474,0.341,0.0,0.111,0.28800000000000003,179.907,3,232667,Pop,2019-04-05
75,75,75,76,76,RAP SHIT (feat. tha Supreme & Gemitaiz) - prod. STABBER,Nitro,376063,2Fbj0y0HEUKCZkUsI71PUx,0.789,0.5589999999999999,1,-8.412,1,0.139,0.229,0.0,0.135,0.274,129.849,4,212302,Hip-Hop/Rap,2020-03-06
76,76,76,77,77,In peggio - prod. Strage,Dani Faiv,375920,1ebQQD5Ws1eog2GRD5Zkpg,0.87,0.575,2,-6.272,1,0.293,0.528,0.0,0.0675,0.728,88.48899999999998,4,164746,Hip-Hop/Rap,2020-03-27
77,77,77,78,78,SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno,Ketama126,375566,1T4Q9sLfxlFP4EMvedo8p3,0.648,0.625,7,-4.371,0,0.0417,0.262,0.0,0.129,0.436,134.049,4,219947,Hip-Hop/Rap,2019-10-18
78,78,78,79,79,Polo nord - C+N Progressive Mix,Massimo Pericolo,370615,1Wbc0N0X1zkFqnKGcj8Quh,0.645,0.895,6,-4.7860000000000005,1,0.0347,0.00619,0.00297,0.261,0.174,126.011,4,249304,Hip-Hop/Rap,2019-09-27
79,79,79,80,80,Say So,Doja Cat,366984,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.6729999999999999,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,110.962,4,237893,R&B/Soul,2019-11-07
80,80,80,81,81,Astronomia,Vicetone,366640,665AK0ovB11McZRwfa852G,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4,198095,Dance,2016-09-16
81,81,81,82,82,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,364686,3Hh0ZcGIqIkSiJVZGLcVLx,0.7509999999999999,0.66,8,-6.24,1,0.348,0.228,0.0,0.0827,0.634,166.80900000000003,4,211995,Hip-Hop/Rap,2019-07-05
82,82,82,83,83,"KRIMINAL (feat. Guè Pequeno, Gemitaiz & Samurai Jay)",Shablo,363905,27aFwi2IT23cI7vckgG0s8,0.687,0.8909999999999999,6,-3.5610000000000004,0,0.0405,0.0146,8.77e-05,0.312,0.767,140.088,4,196714,Hip-Hop/Rap,2020-04-09
83,83,83,84,84,ROCKSTAR (feat. Roddy Ricch),DaBaby,359026,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.16399999999999998,0.247,0.0,0.101,0.4970000000000001,89.977,4,181733,Hip-Hop/Rap,2020-04-17
84,84,84,85,85,Mon Fre - feat. Emis Killa,Shiva,356774,4dDMgEj5GpBTI1lvVlYPu7,0.841,0.821,6,-3.802,1,0.234,0.0791,0.0,0.172,0.545,106.003,4,224151,Hip-Hop/Rap,2019-07-19
85,85,85,86,86,È sempre bello,Coez,354379,6IdiuMw1FSAvU3e6bgWQVX,0.6920000000000001,0.63,8,-6.792000000000002,1,0.16399999999999998,0.0732,0.0,0.0865,0.499,110.919,5,203872,Pop,2019-03-29
86,86,86,87,87,Godzilla (feat. Juice WRLD),Eminem,351785,7FIWs0pqAYbP91WWM0vlTQ,0.8079999999999999,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.8290000000000001,165.995,4,210800,Hip-Hop/Rap,2020-01-17
87,87,87,88,88,Barrio,Mahmood,350135,1MCSc1ZxlwV5muFXKocAnW,0.804,0.7020000000000001,11,-6.553,0,0.07200000000000001,0.0582,0.0,0.11,0.575,122.027,4,165246,Pop,2019-08-30
88,88,88,89,89,MALA SANTA,Becky G,348370,5e50NiIlOc2YJIftHzoehd,0.851,0.701,9,-3.649,1,0.0396,0.311,0.000211,0.163,0.527,98.039,4,173827,Pop Latino,2019-10-18
89,89,89,90,90,La Mia Hit (feat. Max Pezzali),J-AX,347556,4bMfWDvKPCFQ2df7Qf2UTs,0.6890000000000001,0.853,8,-6.11,1,0.0742,0.0623,0.0,0.26,0.701,100.078,4,212640,Pop,2020-01-24
90,90,90,91,91,La hit dell'estate,Shade,347454,443cnFF139Ql85enXOTWEu,0.758,0.8340000000000001,6,-4.86,0,0.0997,0.271,0.0,0.0942,0.638,119.963,4,188375,Hip-Hop/Rap,2019-06-18
91,91,91,92,92,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,347334,45zJRuzK9e6AO527NOW7Fy,0.775,0.6609999999999999,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,4,190700,R&B/Soul,2019-04-26
92,92,92,93,93,JAMBO,Takagi & Ketra,346688,4H5arInh2BLVz94mIibTrv,0.74,0.777,7,-5.425,0,0.163,0.0399,0.0,0.0835,0.767,129.98,4,157024,Pop,2019-05-24
93,93,93,94,94,GANG (feat. Geolier),Samurai Jay,345224,2Yd6hF9rBSibtF4hlcnBEw,0.8029999999999999,0.456,11,-10.783,1,0.243,0.0358,0.0,0.212,0.583,95.013,4,161684,Hip-Hop/Rap,2019-09-16
94,94,94,95,95,Per Un Milione,Boomdabash,341653,5L1HQLXeih82ecmY0tOH7w,0.741,0.7440000000000001,7,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.98700000000002,4,174616,Pop,2019-02-08
95,95,95,96,96,goosebumps,Travis Scott,341514,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,243837,Hip-Hop/Rap,2016-09-16
96,96,96,97,97,Il tuo profumo,Fred De Palma,341011,0sqbGUEecNagMilnntIsuZ,0.782,0.657,5,-7.592,1,0.0501,0.0034,0.0,0.111,0.303,106.014,4,160856,Hip-Hop/Rap,2019-09-13
97,97,97,98,98,Ostia Lido,J-AX,340865,4WJ1fu0RntmhYGkP9IWTVL,0.8740000000000001,0.7859999999999999,9,-5.723,1,0.18600000000000005,0.114,0.0,0.108,0.688,108.944,4,172945,Hip-Hop/Rap,2020-01-24
98,98,98,99,99,Mambo Salentino,Boomdabash,338004,7piIo15vVy3ULGXSpFs5xc,0.906,0.662,3,-6.707000000000002,0,0.319,0.248,0.0,0.067,0.863,100.035,4,155414,Pop,2019-06-07
99,99,99,100,100,Margarita (con Marracash),Elodie,337764,0nuoIoKRckjudWUPWezzz6,0.816,0.782,11,-5.283,0,0.0929,0.104,0.0,0.0526,0.7979999999999999,95.983,4,177213,Pop,2020-02-05
100,100,100,101,101,Supalonely,BENEE,337220,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,4,223480,Alternative,2019-11-15
101,101,101,102,102,m12ano - feat. Mara Sattei,tha Supreme,335380,0LfMuWu6FKNSDHEoxHu9iK,0.5770000000000001,0.514,2,-6.407,1,0.0392,0.0431,3.2200000000000003e-05,0.0843,0.479,64.822,4,188427,Hip-Hop/Rap,2019-11-15
102,102,102,103,103,MAMACITA,Black Eyed Peas,331021,14wf185UxfNbSy8dwt4r4q,0.894,0.635,2,-6.9289999999999985,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,4,249143,Pop,2020-04-10
103,103,103,104,104,Me Gusta,Shakira,330948,5Xhqh4lwJPtMUTsdBztN1a,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,4,190570,Pop Latino,2020-01-13
104,104,104,105,105,Candy,VillaBanks,330553,3a3EzSxWvDno8RpTMv7Xch,0.95,0.594,7,-6.651,1,0.28300000000000003,0.338,0.0,0.0955,0.632,103.012,4,142718,Hip-Hop/Rap,2019-09-30
105,105,105,106,106,Chance (feat. Capo Plaza),Shiva,329486,7CQwJNaHvxUPye0X7bTh7g,0.6679999999999999,0.6809999999999999,9,-6.555,1,0.405,0.14400000000000002,0.0,0.27,0.3,86.35799999999998,4,182400,Hip-Hop/Rap,2020-01-31
106,106,106,107,107,Magnifico difetto,Benji & Fede,328216,0IKfkRzt3d1FoNla2dKi1J,0.508,0.521,7,-6.749,1,0.0377,0.411,0.0,0.104,0.459,81.995,4,204978,Sports,2019-10-18
107,107,107,108,108,Sei bella come Roma,DANDY TURNER,327692,51MYYyG3fjM3rttqRByqTl,0.622,0.493,1,-10.827,0,0.0466,0.408,0.0,0.149,0.124,130.137,4,197539,Pop,2019-12-20
108,108,108,109,109,Arrogante,Irama,324626,14lgKkkbNsJl9fItqnEfpV,0.722,0.772,11,-5.71,1,0.0458,0.154,0.0,0.337,0.687,102.009,4,196471,Pop,2019-05-24
109,109,109,110,110,ENFASI,Sierra,323962,77VwA6u9JEb4WG5lWSkvU6,0.617,0.7709999999999999,11,-6.476,1,0.063,0.00533,4.05e-06,0.319,0.333,112.457,4,228541,Pop,2019-11-22
110,110,110,111,111,90MIN,Salmo,320892,3Ls9yKzshQye18Tx2AvOb6,0.5489999999999999,0.765,1,-5.138,1,0.309,0.0253,0.0,0.855,0.513,122.002,4,231920,Hip-Hop/Rap,2018-11-09
111,111,111,112,112,Rozzi,Paky,316349,3Y00k9cPoW8BnJesUEFoWn,0.8740000000000001,0.487,9,-9.806,1,0.312,0.103,2.72e-06,0.103,0.7240000000000001,131.088,4,163053,Hip-Hop/Rap,2019-09-11
