,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Giovane Fuoriclasse,Capo Plaza,1551865,4f7xpneUOcob0RoRyae6ax,0.555,0.702,1,-5.002,1,0.26,0.518,0,0.086,0.0883,133.036,4,221964,Hip-Hop/Rap
1,2,2,La musica non c'è,Coez,1395701,5IKWRPO5NGaeNIXF4rkbfZ,0.747,0.498,0,-6.674,1,0.0353,0.381,0,0.712,0.53,135.919,4,222787,Pop/Rock
2,3,3,rockstar,Post Malone,859803,7wGoVu4Dady5GV0Sv4UIsx,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,4,218320,Hip-Hop/Rap
3,4,4,Habibi,Ghali,651995,1lwpe8mLgHhytakM7m6R3W,0.649,0.711,11,-6.924,0,0.103,0.145,3.3e-06,0.0972,0.523,111.745,4,184413,African
4,5,5,Me Rehúso,Danny Ocean,638727,6De0lHrwBfPfrhorm9q1Xl,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,4,205715,Latino
5,6,6,Dusk Till Dawn - Radio Edit,ZAYN,610647,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,4,239000,Pop
6,7,7,Faccio un casino,Coez,609497,7uVq49zkZEC4hI0v2exJv8,0.742,0.49,7,-6.482,1,0.0513,0.562,0,0.191,0.509,82.994,4,193624,Pop/Rock
7,8,8,Oro E Argento,Gemitaiz,600082,4k6PNRmrzBRezOB32uvuaC,0.816,0.655,0,-7.278,1,0.0334,0.0549,0,0.0762,0.714,117.018,4,235256,Hip-Hop/Rap
8,9,9,What Lovers Do (feat. SZA),Maroon 5,594840,4mxWSdf71VFO52qFeY0fZt,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,4,199849,Pop
9,10,10,New Rules,Dua Lipa,590235,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,209320,Pop
10,11,11,Le luci della città,Coez,583681,7lA4RALtzRl7IrqSVm96AY,0.582,0.544,7,-6.591,1,0.0362,0.393,2.18e-06,0.135,0.142,129.933,4,177267,Pop/Rock
11,12,12,More Than You Know,Axwell /\ Ingrosso,572334,3PEgB3fkiojxms35ntsTgs,0.644,0.743,5,-5.002,0,0.0355,0.034,0,0.257,0.544,123.074,4,203000,Dance
12,13,13,El Party,Jake La Furia,545728,5xyExId5XWZplBvjmbIuy6,0.678,0.81,6,-5.756,0,0.0342,0.00429,0,0.0597,0.57,123.989,4,211418,Urbano latino
13,14,14,Tran Tran,Sfera Ebbasta,542053,1S2VLr8j9KVbroLn76RF4i,0.774,0.667,6,-4.467,0,0.0305,0.248,0,0.0683,0.924,126.064,4,220968,Hip-Hop/Rap
