,Unnamed: 0,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
0,0,1,1,Occidentali's Karma - Radio Edit,Francesco Gabbani,1507979,00wxIcA1PPbqEzATkHT4e1,0.6679999999999999,0.8340000000000001,10,-3.997,1,0.0758,0.0428,3.23e-06,0.10400000000000001,0.565,114.07,4,217613,Pop,2017-04-28
1,1,2,2,Shape of You,Ed Sheeran,1381247,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,4,233713,Pop,2017-03-03
2,2,3,3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,839742,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.0680000000000005,0,0.0523,0.406,0.0,0.18,0.742,101.965,4,251088,Dance,2016-10-21
3,3,4,4,Il Diario Degli Errori,Michele Bravi,767379,5fe47fVHpndUfJUqMum9Rf,0.41,0.4,7,-7.103,1,0.0361,0.526,0.0,0.128,0.316,149.287,3,206853,Pop,2017-02-24
4,4,5,5,Despacito (Featuring Daddy Yankee),Luis Fonsi,766088,4aWmUDTfIPGksMNLV2rQP2,0.66,0.7859999999999999,2,-4.757,1,0.17,0.209,0.0,0.11199999999999999,0.846,177.833,4,228200,Pop,2017-01-13
5,5,6,6,Pizza Kebab,Ghali,748170,6oMxcHFSiTZPSYoRe9wFpF,0.708,0.7759999999999999,4,-5.292000000000001,0,0.0402,0.307,8.79e-06,0.115,0.361,143.045,4,178040,Hip-Hop/Rap,2017-05-26
6,6,7,7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,711282,3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3000000000000001e-05,0.325,0.0862,117.973,4,245200,Soundtrack,2016-12-09
7,7,8,8,Portami via,Fabrizio Moro,667613,2YsfmsmRwWaFV7YLvTGFcm,0.529,0.484,10,-6.632000000000001,1,0.0308,0.133,0.0,0.10400000000000001,0.281,125.931,4,194213,Pop,2017-03-10
8,8,9,9,Che sia benedetta,Fiorella Mannoia,626553,3TygxF9PiIiiyL97jSH6JL,0.537,0.775,1,-4.978,0,0.11199999999999999,0.134,0.0,0.11900000000000001,0.382,151.654,4,193440,Pop,2017-02-10
9,9,10,10,Paris,The Chainsmokers,589320,72jbDTw1piOOj770jWNeaG,0.653,0.6579999999999999,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.21899999999999997,99.99,4,221507,Dance,2017-04-07
10,10,11,11,Vietato morire,Ermal Meta,508758,681fNvwhF5pF9sYiiOycPp,0.531,0.909,0,-3.7760000000000002,1,0.048,0.0187,0.0,0.273,0.608,97.98700000000001,4,211907,Pop,2017-02-10
11,11,12,12,Castle on the Hill,Ed Sheeran,502553,6PCUP3dWmTjcTtXY02oFdT,0.461,0.8340000000000001,2,-4.868,1,0.0989,0.0232,1.1400000000000001e-05,0.14,0.47100000000000003,135.007,4,261154,Pop,2017-03-03
12,12,13,13,Il Conforto,Tiziano Ferro,470650,7LlJRh9ieHKTwTaaOE3f1i,0.532,0.687,0,-5.709,0,0.0768,0.0192,0.0,0.168,0.331,81.888,4,236253,Pop,2016-12-02
13,13,14,14,Chantaje (feat. Maluma),Shakira,470221,6mICuAdrwEjh6Y6lroV2Kg,0.852,0.773,8,-2.9210000000000003,0,0.0776,0.187,3.05e-05,0.159,0.907,102.03399999999999,4,195840,Pop Latino,2017-05-26
14,14,15,15,Assenzio (feat. Stash & Levante),J-AX,457263,0DRKnh0BloxJHyhXkfbiX8,0.5539999999999999,0.64,0,-7.587000000000001,1,0.187,0.341,0.0,0.10800000000000001,0.6409999999999999,160.009,4,250533,Hip-Hop/Rap,2017-01-20
15,15,16,16,Con te,Sergio Sylvestre,448851,49xlnyjnr33H7AyYiEHjWJ,0.444,0.6629999999999999,2,-6.285,1,0.0345,0.147,0.0,0.106,0.163,156.154,4,213347,Pop,2017-02-10
16,16,17,17,Hear Me Now,Alok,445941,1a5Yu5L18qNxVhXx38njON,0.7879999999999999,0.43,11,-7.757000000000001,1,0.0419,0.537,0.0026100000000000003,0.0936,0.461,121.99600000000001,4,192846,Pop,2016-01-01
17,17,18,18,Scared to Be Lonely,Martin Garrix,432451,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.7860000000000005,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,220883,Dance,2017-01-27
18,18,19,19,Human,Rag'n'Bone Man,423708,58zsLZPvfflaiIbNWoA22O,0.602,0.7070000000000001,11,-4.0969999999999995,1,0.302,0.39299999999999996,0.0,0.165,0.5539999999999999,75.09,4,200187,Alternative,2017-02-10
19,19,20,20,Say You Won't Let Go,James Arthur,423077,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059000000000000004,0.695,0.0,0.0902,0.494,85.04299999999999,4,211467,Pop,2016-10-28
20,20,21,21,Closer,The Chainsmokers,413938,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,4,244960,Dance,2016-07-29
21,21,22,22,All Night,Parov Stelar,413642,6kK2YbF8boQl32Lqkai3Ca,0.797,0.618,7,-7.672000000000001,0,0.0429,0.107,0.845,0.243,0.826,125.02,4,166400,Electronic,2013-01-01
