,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,"thank u, next",Ariana Grande,59975503,2rPE9A1vEgShuZxxzR2tZH,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,4,207333,Pop
1,2,2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,35130395,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,212500,Dance
2,3,3,MIA (feat. Drake),Bad Bunny,26107615,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,210368,Latino
3,4,4,Happier,Marshmello,23230853,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,214290,Dance
4,5,5,Without Me,Halsey,22733282,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,201661,Alternative
5,6,6,BAD!,XXXTENTACION,22370036,4CH66Rxcjcj3VBHwmIBj4T,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4,94246,Pop
6,7,7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,21878557,1A6OTy97kk0mMdm78rHsm8,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,4,158053,Hip-Hop/Rap
7,8,8,Shallow,Lady Gaga,21400381,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,215733,Soundtrack
8,9,9,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,20648779,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4,198903,Hip-Hop/Rap
9,10,10,SICKO MODE,Travis Scott,19886120,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,312820,Hip-Hop/Rap
10,11,11,ZEZE (feat. Travis Scott & Offset),Kodak Black,19622291,7l3E7lcozEodtVsSTCkcaA,0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,4,228654,Hip-Hop/Rap
11,12,12,Bohemian Rhapsody - 2011 Mix,Queen,18440196,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,4,354320,Rock
12,13,13,Mo Bamba,Sheck Wes,17176024,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4,183907,Hip-Hop/Rap
13,14,14,when the party's over,Billie Eilish,16627623,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,3,199931,Alternative
14,15,15,Sweet but Psycho,Ava Max,15707478,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,4,187436,Pop
15,16,16,Better,Khalid,15480466,6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4,229320,R&B/Soul
16,17,17,Bad Liar,Imagine Dragons,15444402,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4,260773,Alternative
17,18,18,Falling Down - Bonus Track,Lil Peep,14842913,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,196400,Hip-Hop/Rap
18,19,19,Natural,Imagine Dragons,14639164,2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100.0,4,189467,Alternative
19,20,20,Eastside (with Halsey & Khalid),benny blanco,14395939,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4,173800,Pop
20,21,21,In My Mind,Dynoro,14154037,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,4,184560,Dance
21,22,22,Girls Like You (feat. Cardi B),Maroon 5,14026222,7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4,235545,Pop
22,23,23,Lucid Dreams,Juice WRLD,14017222,0s3nnoMeVWz3989MkNQiRf,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,239836,Hip-Hop/Rap
23,24,24,Be Alright,Dean Lewis,13886238,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4,196373,Singer/Songwriter
24,25,25,Promises (with Sam Smith),Calvin Harris,13397850,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,213309,Dance
25,26,26,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13256351,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4,145543,Hip-Hop/Rap
26,27,27,SAD!,XXXTENTACION,13026758,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,166606,Pop
27,28,28,Kiss and Make Up,Dua Lipa,12824330,13hvHEstJ4sNbzdroPrPI3,0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,4,190560,Pop
28,29,29,Woman Like Me (feat. Nicki Minaj),Little Mix,12809589,6rrTr2HEAzlpC4KWZxF3S1,0.757,0.849,5,-3.424,0,0.0536,0.173,0,0.0878,0.826,150.036,4,228207,Pop
29,30,30,Let You Love Me,Rita Ora,12318260,6xtcFXSo8H9BZN637BMVKS,0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,4,190000,Pop
30,31,31,Better Now,Post Malone,12136882,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,4,231267,Hip-Hop/Rap
31,32,32,Moonlight,XXXTENTACION,12030329,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,135090,Pop
32,33,33,Ruin My Life,Zara Larsson,11903608,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,4,190932,Pop
33,34,34,Armed And Dangerous,Juice WRLD,11478075,6SAKXCj5jyF6IgPCPbZ5ra,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,4,169999,Hip-Hop/Rap
34,35,35,I Love It (& Lil Pump),Kanye West,11426773,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4,127947,Hip-Hop/Rap
35,36,36,Vaina Loca,Ozuna,11376945,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.982,4,176133,Urbano latino
36,37,37,Another One Bites The Dust - Remastered 2011,Queen,11262150,5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,4,214653,Rock
37,38,38,breathin,Ariana Grande,11081071,4OafepJy2teCjYJbvFE60J,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4,198160,Pop
38,39,39,BEBE,6ix9ine,10600973,7ATATJztoWLcqDAcVVof0C,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,4,217822,Latino
39,40,40,In My Feelings,Drake,10410435,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4,217925,Hip-Hop/Rap
40,41,41,Taste (feat. Offset),Tyga,10334125,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,4,232959,Hip-Hop/Rap
41,42,42,Wake Up in the Sky,Gucci Mane,10287573,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,4,204665,Hip-Hop/Rap
42,43,43,Youngblood,5 Seconds of Summer,10200338,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,4,203418,Pop
43,44,44,High Hopes,Panic! At The Disco,10176699,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4,190947,Alternative
44,45,45,Always Remember Us This Way,Lady Gaga,10096910,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,4,210200,Soundtrack
45,46,46,Adan y Eva,Paulo Londra,9821336,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,4,258639,Urbano latino
46,47,47,Topanga,Trippie Redd,9561063,5aXgz1oKK8Q9z9xvTmSnrO,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,4,215364,Hip-Hop/Rap
47,48,48,Cuando Te Besé,Becky G,9362440,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,4,254383,Urbano latino
48,49,49,God is a woman,Ariana Grande,9269837,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4,197547,Pop
49,50,50,Somebody To Love - 2011 Mix,Queen,9260667,6cFZ4PLC19taNlpl9pbGMf,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,3,296493,Rock
50,51,51,Happy Now,Kygo,9255238,14sOS5L36385FJ3OL8hew4,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,4,211362,Dance
51,52,52,I Like It,Cardi B,9215155,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,253390,Hip-Hop/Rap
52,53,53,Don't Stop Me Now - 2011 Mix,Queen,9119116,5T8EDUDqKcs6OSOwEsfqG7,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4,209413,Rock
53,54,54,Jocelyn Flores,XXXTENTACION,8875533,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,119133,Hip-Hop/Rap
54,55,55,Under Pressure - Remastered,Queen,8823104,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4,248440,Rock
55,56,56,no tears left to cry,Ariana Grande,8796522,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,205920,Pop
56,57,57,lovely (with Khalid),Billie Eilish,8769197,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4,200186,Pop
57,58,58,Love Someone,Lukas Graham,8762980,3id2EVGKc3eFAMn9nFnB0r,0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,4,205440,Pop
58,59,59,rockstar (feat. 21 Savage),Post Malone,8724813,0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4,218147,Hip-Hop/Rap
59,60,60,Te Boté - Remix,Nio Garcia,8586859,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,417920,Urbano latino
60,61,61,10 Freaky Girls (with 21 Savage),Metro Boomin,8509732,43lYaovU2FoeuBMNusVVVW,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,4,208293,Hip-Hop/Rap
61,62,62,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,8504566,2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,4,179405,Hip-Hop/Rap
